comment_text,Sub1_Toxic
es wird Zeit dass es endlich Fahrverbote gibt. Beim #Diesel kommt man nicht weiter und hört nur dummes Geschwätz wie immer #Lokalzeit,0
"Ich habe schon mal das Essen gegessen, das von einer Frau gekocht wurde. |LBR| #ichwars",0
"Moralische Bankrotterklärung v. #Merkel: Schulterschluss mit #Erdogan &amp; keine Forderung, Oppositionsführer #Demirtas freizulassen. #Türkei",0
@Alma_Deutsch @MiRo_SPD @robinalexander_ @welt Schaut euch nur mal die Bande der Botschaft in Manila an - Menschenverachtung pur !!!,0
@fl_ow_de @securitykartell Die Typen die da rumspringen habe alle was an der Waffel. Strunzdumm,1
@KokoLores100 wohl war. Handeln statt Reden!!!,0
"Wünsche allen ,die mir Folgen und denen Ich folge alle die mich mögen oder auch nicht ,ein gutes neues Jahr 2018!!!!",0
"@RolandBauer11 @Caroline_Aus @LMU_Muenchen @BMFSFJ AUCH #LSBTIQ haben ein Recht auf Familiengründung. Wir sprechen hier von einem einschließenden, nicht von einem ausschließlichen Recht.",0
#Polizeiruf 110 ist heute nur sterbenslangweilig da schalte ich ab #ARD,0
"""@endlosfrei: Merkel bricht geltendes Gesetz - und Kirche spendet Beifall |LBR| DER ABSCHAUM!",1
@stefanolix @LucasSchoppe1 Vor allem: Was hat ein deutsches Antidiskriminerungsgesetz mit israelischen Staatsbürgern zu tun?,0
@Tschonka @ThomasMichael71 @PBahners Zum Beispiel. Ein anderes wäre: Witze über Minderheiten. Es ist ein perfektes Einfallstor für den Opferkult.,1
Frauen haben bereits zwei Tage lang niemanden mehr der sexuellen Belästigung bezichtigt. |LBR| Was ist da los? Gibt es Schuhe und Handtaschen im Sonderangebot? |LBR| #MeToo,1
"@Stef_Egli @kelghazzali @NZZ Der Grundsatz gilt für verschleierte Frauen. |LBR| Die Problematik besteht vielmehr darin, dass es das perverse Konzept der Burka überhaupt gibt.",1
#Fakt: 9 von 10 #Flüchtlingen leben in #Entwicklungsländern.,0
Hat er vorher genug Befehle gegeben?,0
@BlondJedi @RTLde Was lässt sich die Blöde auch mit Neger ein?,1
@rspctfl @Innenwelttramp @ThomasMichael71 @houelle_beck @ergroovt @ksemann2 @DrKassandraPari Wir haben mittlerweile alle den Koran und die Hadithe gelesen. Taqiyya funktioniert nicht mehr.,0
@Meyermit_ey @larsklingbeil Na ob man das als Fair bezeichnen kann wenn der Juso Vorsitzende mit falschen Angaben bei der Rente gegen die GroKo Stimmung macht wage ich zu bezweifeln!,0
"@Meyermit_ey @maurice_breuer Auch diese Tabelle zeigt doch deutlich, dass die, die sowieso mehr haben, noch mehr kriegen als diejenigen, die es wirklich brauchen. /TN",0
@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Mohrenpost Ich ziehe all das einer Gesellschaft mit einem großen Anteil an Muslimen vor.,1
Im kriegsgebeutelten #Jemen sind 90 Fälle von #Cholera bestätigt worden. Bereits 8 Menschen starben an der Krankheit (Zahlen vom 17.11.2016),0
"Schuld das unsere Demokratie jetzt darunter leidet das wir noch keine Regierung haben, ist und bleibt die @fdp UND @c_lindner ! Diese Partei hat extrem Deutschland geschadet und muss zur nächsten Bundestagswahl verhindert werden. Raus und diesmal für immer.",0
@KonseqLiberal @MiataMuc Glaub ihm nicht alles. Sexuelle Anziehungskraft ist bei Männern nicht vom Beruf abhängig.,0
@HaraldRostock @anna_IIna ..ich freue mich auch ⁉ 💩,0
"@KonseqLiberal Nein, ich träume nicht davon, dass Frauen mit mir schlafen wollen.",0
@mountainman1977 @ZeichenTaten @ThomasMichael71 Richtig. Die Industrialisierung der Landwirtschaft war ein entscheidender Faktor um aus dem Kreislauf Armut auszubrechen.,0
"Ab heute in Kraft ,,Netzwerkdurchsetzungsgesetz''!!! Aufpassen was ihr in Zukunft schreibt!!!",0
"@JoeHellBack @ThomasMichael71 @nigromontanus_ @alexa_jung60 @Tschonka @Mohrenpost Ich sehe Menschen, die besorgt sind um die Zukunft ihres Landes. Ebenso wie ich besorgt bin.",0
@MKaltental Ich habe von HartzIV gelebt.,0
"Wer behauptet, die Interessen des Volkes zu vertreten, dem sollte man keinen Glauben schenken - zu oft wurde schon in dessen Name Verbrechen begangen. #NoAfD #AfD",0
"Lassen wir sie nur wehklagen,lassen wir sie zittern!",0
"@RudigerKirsch @heuteshow Wenn Du Betrug mit Kinderficken vergleichst, dann bin ich lieber in der anderen Ecke.",0
"@aberth66 @MatthiasMeisner 1. Es gibt keine Islamisierung. Das Sterben der christlichen Kirchen hat sich die Religion selbst zuzuschreiben. |LBR| 2. Kindesmissbrauch, Vergewaltigungen, häusliche Gewalt kamen nicht erst 2015. Dies ist schon lange ein großes Problem in Deutschland.",0
"@patriarchator @gentlemind_tim @davidbest95 Oder indem man Religion als den Schwachsinn behandelt, der sie ist.",1
#Merkel wird durch #Jamaika die #CDU unkenntlich machen oder die Regierung hält keine vier Jahre #btwahl2017 Gott sei Dank,0
fast hätte ich sie verpasst die Moderatorin der @AktuelleStunde mit der schmoddrigen schwarzen Hose und den fettigen Haaren #WDR,1
@Gwen_Ny_ @MiataMuc @ericcartmensmum @HelgeThiessen Die Emanzipation des Mannes steht ja noch bevor.,0
@spdde @thyssenkrupp Lieber hundert Stimmen für die #AFD als eine Stimme für die #Scheinheilgste Partei Deutschlands,1
#Türken sind doch zu blöd für #Fußball die können nur mit #Ziegen #RTL,1
@Christoph_Hi Die Endogamieregel und das Kastensystem wurden im 12. Jahrhundert von dem jesidischen Reformator Sex Adi eingeführt. |LBR| Falls es dich interessiert :). Es handelt sich also selbst um eine Reform.,0
"@Schwulemiker Tja in deine ""Logik"" passt dann aber nicht, dass die Studie vom Deutschen Institut für Wirtschaftsforschung gemacht wurde",0
@Claudia_Mertes Und warum darf ick kein Symbol verbrennen?,0
Nicht #Orban ist mit seiner Politik isoliert sondern #Merkel mit ihrer. #tagesschau #hartaberfair,0
"@tagesspiegel du und die Kipping ihr seid die größten ""Schädlinge"" der Partei!",1
@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Mohrenpost In der indonesischen Provinz Aceh wurde kürzlich die Scharia eingeführt. Und die Türkei islamisiert sich gerade wieder. Tolle Beispiele.,0
@neythomas @CeglarM Oder der mangelnde Respekt von Moslems gegenüber allen anderen.,1
#ParadisePapaers : Warum ist die kriminelle Praxis der #Steuerhinterziehung von Superreichen &amp; Konzernen für #Jamaika kein Thema?,0
"Patriotismus heißt, sich mit fremden Federn zu schmücken. #NoAfD #AfD",0
"Liebe Freunde,was hat das mit Flüchtlingen zu tun?Ich flüchte vor Krieg höchstens in ein Nachbarland.",0
"Ich wette, Liberalismus wird in Deutschland bald als Hassverbrechen verfolgt.",0
"@rbbinforadio Gut, denn auch Aktionäre haben Rechte. #VW kann nicht alle/ alles verdrängen. Wann kommt #Nachrüstung? #Dieselgate",0
"@ZeichenTaten @Tschonka @ThomasMichael71 @schneeridara @mountainman1977 Du würdest also sagen, dass die deutsche Kultur bis 1969 gegen die Menschenrechte war. |LBR| Und Du bist froh, dass diese Kultur Vergangenheit ist.",0
"Noch mal zum Merken: |LBR| Es gibt keinen Staat ""Palästina"", es hat niemals einen solchen Staat gegeben und wenn es nach mir geht, wird es auch niemals einen derartigen Staat geben.",1
"@Tom174_ @sci_fanboi Glaubst Du etwa, andere Browser sind besser?",0
Bei einer Militäroperation im Bundesstaat Rakhaing (#Myanmar) sind über 1.000 Häuser der ethnischen Minderheit #Rohingya zerstört worden.,0
"Solidarität mit den Frauen, die gegen den islamistischen Kopftuchzwang demonstrieren, dem Protest für einen säkularen Staat und für soziale Verbesserungen im #Iran. |LBR| #IranProtest",0
#Ossi Schauspieler sind einfach nur unterirdisch und drittklassig,1
"gibts diese Woche einen Wettbewerb zwischen #maischberger und #lanz, wer die Gast*in mit der hässlichten Fresse hat?",1
@herr_unbekannnt @gamergateblogde Das ist nicht mein Argument.,0
@FrankFranz |LBR| Wünsche meiner Wahlpartei viel Erfolg!,0
so etwas strunzdummes wie in meinen Augen Frau #Nahles darf Deutschland nicht weiterhin in einer #Bundesregierung blamieren #SPD ihr gehört in die Fresse,1
Kapitales Versagen in sächsischer JVA mit PK nicht geklärt! Unauffälliger Gefangener zerstört Lampe&amp;Steckdose +begeht Selbstmord? #Al-Bakr,0
"@alexabringmann @MullSSL Das Urteil ist ohne Bewährung, trotzdem kann sie noch Berufung einlegen.",0
wann werden wir endlich diese #Merkel los #CDU,0
@AfD_Support |LBR| Na dann Gute Nach Deutschland.,0
"""@JoeyGerlach: @WHetzler #afd #Pegida Der gemeine Soze ist kein schlechter Mensch. Er hat nur viel Pech beim nachdenken.""Ein SoZi denkt nie.",1
@anna_IIna Die Deutschen werden langsam aber sicher wieder Weltmacht und wachen auf zum Widerstand gegen ihre Feinde!,1
"Geflüchtete brauchen keine Sanktionsandrohungen,sondern erst mal Zeit,sich von unmenschlichen Strapazen zu erholen,so #TBB #deMaiziere",0
"@GDhring @NiemaMovassat Im Gegensatz zu den Sozialschmarotzern, die hier her kommen, sind dort tatsächlich Flüchtlinge unterwegs.",1
@mz_wittenberg Piesteritz war immer spitze dank solche wie z.b. Bernd Hanisch.,0
Axtangriff in #Düsseldorf: Schreckliche Tat eines psychisch Kranken. Ich wünsche den Verletzten schnelle und vollständige Erholung.,0
"@MiataMuc @Tom174_ Wir reden aber über Dich, mein Freund!",0
"@AuswaertigesAmt @IHRA_news Scheinheilige Heuchler !!! Ist es nicht das Auswärtige Amt, das viele Menschen als Menschen Dritter oder gar Vierter Klasse behandelt ?!?",1
@StapelChipsYT @bax_daniel @JochenBittner Zählt nicht. Für Bax sind Kinder Eigentum der Eltern. Pure Verfügungsmasse für deren mittelalterlichen Bräuche.,1
"@ZeichenTaten @mountainman1977 @ThomasMichael71 Weil man 2 Milliarden Chinesen nicht mit Subsistenzwirtschaft ernähren kann. Es sei denn, Du befielst ihnen, arm zu bleiben.",0
@michaelaelfgen @umbilicussuevia |LBR| Genau Raus das ganze Pack!,1
wie nicht anders zu erwarten war die Moderatorin der @aktuelleStunde wie immer in ihrer alten schmoddrigen Hose und fettigen Haaren #WDR,1
"Wenn ich #illner mit @anked sehe, die allen Ernstes bei Xi Xinping ‚neoliberale’ Umtriebe ausmacht, vermisse ich @SylkeTempel noch mehr als sowieso schon.",0
Ihr müsst endlich aufstehen und kämpfen!Deutsche und Europäer wacht endlich auf!,0
"@Tevsa @stefanolix Sollen sie doch schwanger werden, denn bluten sie nicht.",1
"Ich möchte ja die besinnliche Weihnachtsstimmung nicht stören. Aber neben PR-trächtigen Events für Wohnungslose wäre es doch schön, mehr bezahlbaren Wohnraum zu schaffen und den Sozialstaat zu stärken, oder?",0
"@michaelumlandt Die Fortbildung zum zertifizierten Eifel-Dialekt-Transkribierer hast du aber nie erfolgreich abgeschlossen, oder?",0
"@MiataMuc Ich wundere mich nur warum ein Hund auf menschliche Männchen steht, wie hier bereits öfter bezeugt 😀",0
"Wie schon am #brandenburgertor, wurden bei der heutigen Demonstration in #Berlin #Neukölln gerade durch Teilnehmer_innen eine selbstgemalte Israelfahne entzündet. |LBR| #Antisemitismus",0
"@RogueFirstLady die First Lady von @realDonaldTrump ? Die darfst du sein, der ist eh krank.",0
"@No934 Es geht dich zwar nix an. Aber für die Liste der Personen, für die ich pro bono tätig war, muss twitter die Zeichengrenze erstmal verzehnfachen.",0
@Schnubb36 @Schockadin @3rd_stone_f_sun @oadiakosmos @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Als ob das irgendein Beleg für den Wahrheitsgehalt wäre. Über Jahrhunderte bis heute haben diese Märchenonkel ihr Werk angepriesen und jedem eingetrichtert der es nicht hören wollte. Widersprüchliche Schriften wurden vernichtet. Keine Überraschung wenn das auf Zwang basiert.,0
@krippmarie |LBR| Schmidt sagte die Wahrheit und Gutmenschen kochen vor Wut.,0
Ich fühle mich von @Helheimer sexuell nicht genug belästigt!,0
@Melix19 Du hast dich echt gemacht ! Warst bei deinen Anfängen in der Szene schon Geil.... |LBR| Aber jetzt bist du 1000mal besser ! Ich hätte fast mal ein Live Cam Date mit dir gehabt ....Hab aber dann gekniffen 🙈😊😔,1
"Ben Salomo: ""Neben dem Rechtsrock gibt es kein Genre, dass antisemitischer oder mehr Anti-Israel ist, als der HipHop."" #NEBA17",0
"Auf einer gerade in #Berlin stattfindenden antiisraelischen Demonstration werden vom Lautsprecherwagen ""Kindermörder Israel""und ""Intifada bis zum Sieg"" Parolen gerufen. |LBR| #Antisemitismus",1
@rico_caviezel @Reifenstahl Stimmt. Ich bin Dein schlimmster Alptraum.,0
"Nachdem 2013 die Grünen und 2017 die FDP nicht regieren wollten, ist eine große Koalition die letzte verbliebene pragmatische Möglichkeit.",0
"Was für ein Durchbruch! Reiche werden verwöhnt, Arme vergessen – wenn die SPD-Basis dieses GroKo-Programm durchwinkt, kann sie auch gleich das Grab für die Partei schaufeln. |LBR| #Sondierungen #SPD #GroKo",0
"@uepsilonniks1 Sich vorstellen, Deine Mutter würde zuhören, was Du sagst.",0
"@ArasBacho Aras, du bist doch ein FAKE, oder?",0
"@loriotfehlt @Sonny250874 Ach das soll kotzen sein. Interessant, was Sie zum kotzen bringt",1
"@spd_loga @DoraBromberger @HeikoMaas Wer auf Steinmeiers Taten als Chef des abartigen Auswärtigen Amtes stolz ist, steht den wahren Nazis in nichts nach !!!",1
@RenateBergmann Und bitte die NOTRUF Nummer auf einen Zettel schreiben!,0
"Freunde,steht auf gegen die amerikanischen Besatzer und ihre Hintermänner!",0
@dieLinke @b_riexinger Stimmt. Die FDP ist die am wenigsten doofe von den Altparteien.,0
"@FAZ_Politik Das kath Polen sieht das anders ., als Blüm.",0
#Kanzleramtsminister #Altmaier schwitzt wie ein Schwein in den #Tagesthemen #CDU,1
@NPDWittenberg |LBR| Volksverräterpack die gegen ihr eigens Volk hetzen.,1
"Durchschnittlich 28.300 Menschen fliehen pro Tag aufgrund von Konflikten, Gewalt und Verfolgung. #Fakt #WithRefugees",0
@sozialromantik Eine Schande für Deutschland ist diese BOLSCHEWISMUS Regierung!,1
"@ZeichenTaten @mountainman1977 @ThomasMichael71 Auch hier: Den Milliarden Chinesen und Indern ist es vollkommen wurscht, ob die Handvoll Deutschen ihren CO2 Ausstoß senken.",0
@Tweet_van_Vleet @DerBerliiner |LBR| Genau so schützt man an den Außengrenzen .Vorbild für Festung EU!!!!,0
"@oadiakosmos @Schnubb36 @3rd_stone_f_sun @Schockadin @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Dann hilf doch einem einfachen Gemüt wie mir, wenn ich da was falsch verstanden habe. Warum waren diese Kriege die im Namen der christlichen Religion geführt wurden, deiner Meinung nach keine Kriege die im Namen der christlichen Religion geführt wurden?",0
"@sachark Lieber hundert Stimmen für die #AFD als eine Stimme für die #SPD , die #Scheinheilgste #Partei #Deutschlands oder der abgefuckten CDU",1
"@freeWorld2 @rspctfl @NoBurkaverbot @m8Flo @ThomasMichael71 @Berlincopa @amazikat @BolzAndrea @LGnimag @dasstimmvieh @NordicSkulled @Suzimiya @Innenwelttramp @waldenmonk @Coffee__Grind @houelle_beck @THesmert @Chinasky64a @MartinDomig Genau, in staatlichen Einrichtungen hat das Kopftuch nichts zu suchen.",0
"@allesevolution Ichnicht möchte ja nur nach unten, um zu schauen, ob es neue Kommentare gibt. Aber wenn ein Artikel nach dem anderen erscheint...",0
"@Meyermit_ey @maurice_breuer Tja lieber Steffen. Nun rechne bitte noch aus, was eine gleiche Familie mit jeweils 2.000€ Monatsverdienst mehr hat und du siehst das Problem daran. Die #SPD entlastet Besserverdiener und Reiche mehr als diejenigen, die wirklich finanzielle Probleme haben. /TN",0
ich finde gut dass #Trump #Jerusalem als Hauptstadt anerkennt nun bekommen die #Israelis erst richtig auf die Fresse,1
"Auf der #Compact-Konfernz in #Leipzig spricht #Höcke in bester verschwörungsideologischer Manier von ""Globalisten"" und ""globalem Finanzkapital"", welches sich gegen das ""Volk"" stellt. |LBR| #nocompact",0
"@stefanolix @Tom174_ @Die_Gruenen Wir wissen doch bereits jetzt, dass die meisten Migranten keine Flüchtlinge sind. |LBR| Und wir wissen auch, dass die Grünen dieses Land ""multikulturell"" machen wollen - um jeden Preis. |LBR| Daher gegen Familiennachzug. Zu 100 Prozent.",1
"@oadiakosmos @Schnubb36 @3rd_stone_f_sun @Schockadin @Fjordspringer @gselsbaer @transsimian @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Bist du der Meinung, dass da Atheisten in Gottes Plan reingepfuscht haben? Christen aus westlicher Richtung waren ja auch am Krieg beteiligt. Womöglich wieder ""falsche Christen"" aus deiner Sicht?",0
@MarcusPretzell Darf @Joerg_Meuthen denn dann mit ihnen in der #ENF sitzen oder muss er in die #EFDD ? @MarcusPretzell,0
@balleryna Laßt doch endlich mal A. H.u. das NS-Regime in Ruhe😡,1
@NBI_ffm @jusos Bin ganz Ihrer Meinung. Nur haben Sie mich nicht verstanden oder verfälscht wiedergegeben.,0
"@Schminkflinte @SawsanChebli Mir doch egal, ob das sexistisch ist.",1
"@dennis_wieland @spdde SPD - SCHMAROTZER, PÄDOPHILE UND DUMMKÖPFE |LBR| oder |LBR| Scheinheilgste Partei Deutschlands !!!",1
@rspctfl @ThomasMichael71 @Innenwelttramp @ergroovt @houelle_beck @ksemann2 @DrKassandraPari Du bist als Muslima aber kein Ausdruck verschiedener Religionen. Du bist eine religiöse Fanatikerin.,1
"Egal welche Partei, egal welcher Glaube, Hauptsache, du glaubst an ein Europa freier Völker!",0
"@Wupperkauz ""Gebäck, das saisonspezifisch rund um die Weihnachtszeit angeboten wird."" Wir haben noch keine 280 Zeichen für Tweets. /jcm",0
@_StultaMundi Echt? Was ist denn zum Beispiel Leviticus für ne Beschreibung?,0
@AfD_Support |LBR| Nur Jauche durch die Asylanten. Das ist die Bereicherung durch dieses Betrügerpack.,1
@mountainman1977 @Bartzissey @MiataMuc Vergiss nicht den Juristen an Deiner Seite.,0
#Linke &amp; #Grüne jetzt im #Bundestag wollen Abstimmung zum gemeinsamen Antrag:Abzug aus #Incirlik. #CDU #SPD #CSU müssen jetzt Farbe bekennen,0
@rspctfl @ergroovt @Innenwelttramp @ThomasMichael71 @houelle_beck @ksemann2 @DrKassandraPari Ich respektiere Deinen Glauben nicht.,1
"@RalfiCB |LBR| Haseloff ist völlig realfremd geworden. Niemand will Asylanten schon gar nicht Rentner, die oft mit Grundsicherung über die Runden",1
"Ein frühes Shabbat Shalom! |LBR| (bin gleich im Dienst) |LBR| Euch ein friedliches, ruhiges Wochenende!",0
"@hugresch @saltomentale Patriotismus hat in der Regel einen Bezug zu Vergangenem, also zu etwas, zu dessen Entstehen man nichts beigetragen hat.",0
"@Ave_Platon Ja das stimmt. Aber dass Deniz nicht mehr in Isolationshaft ist, die eine Form der Folter ist, ist doch ein Grund zum freuen. Ich jedenfalls freue mich für ihn und kämpfe weiter für seine Freilassung.",0
"@JoeHellBack @ThomasMichael71 @alexa_jung60 @Tschonka @Gwen_Ny_ @dasstimmvieh @Mohrenpost Frag mal Deine muslimischen Freunde, warum sie eine Ideologie unterstützen, die von einem pädophilen Kriegstreiber erfunden wurde.",1
"@oadiakosmos @Schnubb36 @Fjordspringer @gselsbaer @transsimian @3rd_stone_f_sun @AlfredAndPaul @TomBell46959788 @KosmosOadia @druzim @DasEbenbild @_Apuleius @karlrahner_sj @veronikusz @LadyLeliana @VJanusch @HELMA__D @ifw_recht @gbs_org Aha, dass grenzt den Kreis der verdächtigen schon mal ein. Der christliche Gott ist also der, den die Juden und Muslime anbeten, korrekt? Oder kommt noch eine Gruppe dazu?",0
"Merkel zerstört den bürgerlich-konservativen Kern dieses Landes, auf den jede Zivilisation angewiesen ist.",1
"@klick Sorry, ich sehe den Zusammenhang zwischen säkularer Gesellschaft und Islam nicht.",0
"Solange Rüstungslobbyisten wie #Kahrs &amp; #Heil in der #SPD außenpolitisch den Ton angeben, ist jede Rede von #r2g illusionär. |LBR| #BTW2017 #btw17",0
Geht zu jedem Infostand und lacht die Sklaven aus.Ist nicht verboten.,1
"@m8Flo @everlast_fs @rspctfl @BolzAndrea @Innenwelttramp @LGnimag @dasstimmvieh @NordicSkulled @Suzimiya @waldenmonk @ThomasMichael71 @Coffee__Grind @houelle_beck @THesmert @Chinasky64a @MartinDomig Es kann nicht sein, dass man Kindern im Grundschulalter ein Kopftuch überzieht. |LBR| Wir sind hier nicht in Kabul oder Saudi Arabien!",0
@Eckleben @Hartes_Geld Der dislike button wäre sehr gut 👆👇,0
Deutschland geht unter und Merkel ist der Totengräber!,1
wie immer die Moderatorin der @AktuelleStunde mit alter schmoddrigen Hose und fettigen Haaren #WDR,1
"@rakeeede @MartinsNameHier Nein, man kann bei uns bundesweite antisemitische Vorfälle/Sichtungen melden.",0
"Erst Voigt, dann Apfel, jetzt Marx.Werden jetzt die VS-Mitarbeiter abgeschaltet?",0
@Alltags_Kotze Dein Feminismus und Genderquatsch steht Dir im Weg,1
"Wer nur in den Rückspiegel schaut, fährt den Karren an die Wand. #noAfD #AfD",0
Feminismus ist der Islamismus der Weiblichkeit.,1
@gabonn Wer lacht denn da so dreckig ???,0
@UdoUlfkotte Hauptsache den Asylanten gehts gesundheitlich gut. Deutsche Patienten(Rentner) können sehen wo sie bleiben.,1
"Heil dir im Siegerkranz,Herrscher des Vaterlands! |LBR| Heil Kaiser dir! Fühl in des trohnes glanz! Die hohe wonne ganz! Liebling des Volks zu sein ! Heil Kaiser dir!!!",0
"@rspctfl @everlast_fs @m8Flo @BolzAndrea @Innenwelttramp @LGnimag @dasstimmvieh @NordicSkulled @Suzimiya @waldenmonk @ThomasMichael71 @Coffee__Grind @houelle_beck @THesmert @Chinasky64a @MartinDomig Du kannst dich von mir aus von deinem Mann schlagen lassen, dich unterdrücken lassen und Werte Leben, die ins Mittelalter gehören. |LBR| Aber tue mir einen gefallen, bezeichne dich nicht als emanzipiert oder frei. Diese Begriffe haben Respekt verdient.",0
"#Grüne bestehen auf Sanktionen gegen #Russland. Statt Kriegsgeheul, Säbelrasseln &amp; Eskalation brauchen wir endlich neue #Entspannungspolitik",0
@ThomasMichael71 @mountainman1977 @houelle_beck Die israelische Verwaltung der Westbank ist nichts anderes als die polnische Verwaltung der deutschen Ostgebiete zwischen 1945 und 1990. Außer dass Israel den dort lebenden Arabern Autonomierechte gewährt.,1
"@SteinbachErika Ich finde AFD Wähler besser als fettige Hasenscharten, die auf Kosten aller permanent am schmarotzen sind.",1
"@schlabonski tja, es können einen nicht alle Lieben. Es wird immer auch einen geben der einen nicht mag.",0
"@RKnillmann @lawyerberlin @AfD Aha, der Islam ist eine Religion 😂😂😂",1
"@podilein Mannheim, weltoffen und kunterbunt. Und strunzdumme Multikultiliebhaber. Verblödete halt",1
@stephanweil was ist nun mit kostenlosen Kitas in der GROKO ???,0
"@Bartzissey Denn Minderheiten sind für Linke ja nur dann interessant, wenn sie gegen den Westen instrumentalisiert werden können.",0
"@corinnamilborn Liebe Corinna, wir würden dich gerne als Moderatorin für uns gewinnen! Wärst du begeisterbar?",0
"@Martin28a Sie haben ja auch Recht. Unser Tweet war etwas missverständlich. Dass das BVerfG Sachleistungen nicht ausschließt, kritisieren wir.",0
@ahrens_theo fröhlicher gruß aus der schönsten stadt der welt theo ⚓️,0
@dushanwegner Amis hätten alles und jeden gewählt...nur Hillary wollten sie nicht und eine Fortsetzung von Obama-Politik erst recht nicht..!,0
@spdde kein verläßlicher Verhandlungspartner. Nachkarteln nach den Sondierzngsgesprächen - schickt diese Stümper #SPD in die Versenkung.,1
"@Dirki_M Ja, aber wo widersprechen die Zahlen denn denen, die im von uns verlinkten Artikel stehen? In unserem Tweet geht es rein um subs. Geschützte. 2017 ist der gesamte Familiennachzug im Vergleich zu 2016 - die Zahlen, die Hr. Brandner bemüht - übrigens leicht rückläufig gewesen.",0
@milenahanm 33 bis 45 habe ich noch gar nicht gelebt und es geht mir am Arsch vorbei was in dieser Zeit geschehen ist. Ich lebe im heute und jetzt und nicht in der Vergangenheit.,1
@jayxderxmensch @jayxthexhuman Wieso? Was findest du da unklar?,0
@tagesschau Euere AfD Hetze wirkt. Da könnt ihr stolz sein bei #ARD-Fernsehen,1
"Deutsche Medien, Halbwahrheiten und einseitige Betrachtung, wie bei allen vom Staat finanzierten ""billigen"" Propagandainstitutionen 😜",1
@AJCBerlin @AuswaertigesAmt Er hat heute morgen auch Schäuble getroffen. Das ist einfach nur unfassbar,0
@Ralf_Stegner Oman Ralle..dich mag ja immer noch keiner. Du willst das die Hetze gegen dich aufhört? |LBR| Geh in Rente und verzichte auf die 1/2deiner Pension,1
"Klausurtagung der CSU hat eher Fragezeichen vermehrt, ob Union die Kraft hat, die erforderlichen Veränderungen von Europa bis Digitalisierung, bei Arbeit und Rente, bei Bildung und Familie, bei Gesundheit und Wohnen, bei Pflege und Steuern, bei Integration etc. anzugehen.",0
"Den Türken ist die Souveränität der Niederlande egal. Sie wollen dort |LBR| bestimmen. So geht das nicht. Ausweisen, wem das nicht passt.",0
"@L7250402 @RGutmensch Auweia. Es geht nicht darum, dass man uns ""toll"" finden muss. Aber man könnte zumindest versuchen zu verstehen, was wir machen und wie wir das finanzieren, bevor man einfach falsche Schlussfolgerungen zieht und diese schamlos verbreitet. Schafft aber scheinbar nicht jeder.",0
"@DietmarBartsch @DJanecek Na, geht doch. Jetzt muss noch @SWagenknecht in einer Nachtsitzung Angela Merkel die Obergrenze abhandeln, dann kann Schwarz-Grün-Dunkelrot noch vor Weihnachten die Amtseide ablegen.",0
"Für mich ist der morgige Tag ein Tag der ""Größten Deutschen Schweinerei"" seit 1945, eine riesen Mogelpackung bekloppter Politiker🤢",1
@SteinbachErika Das lassen die 🇩🇪 nicht zu....und wenn sie gegen ihren eigenen Willen festgehalten werden... |LBR| Es ist leicht nach 🇩🇪einzureisen...aber raus?,0
"@Steinhoefel Ich finde deutsche haben noch eine Chance verdient...auch wenn ich ein Teil meiner Landsleute nicht besonders mag, aber sie sollten nochmals wählen dürfen...!",0
"#Dieselgipfel: Automobilindustrie muss Schadstoffe reduzieren – schnell, gesetzestreu, technisch sauber und transparent nachvollziehbar (2)",0
@peter2018huber @YouTube Das sitzt die doch aus - Teflon-Merkel ist ihr Spitzname in der Schweiz - an der prallt alles ab.,0
@Beutebadener @LeggaKnoppers @KotzenderStern Was laberst du jetzt von.inzucht schau mal an was dein schönes multikulti mit Deutschland gemacht hat,0
@JensMeding Hast Du schon das Initiationritual hinter Dir?,0
Diese Woche hatten wir die Gelegenheit uns mit 4 kurdischen Bürgermeister*innen der HDP zu vernetzen! @LeylaImret @coban95,0
"@DasErste Danke für die schnelle Info , aber eure Unterschlagungen von wichtigen Nachrichten in der Tagesschau machen euch zum Helfer von Terroristen in Deutschland.Bürger in Sicherheit wiegen die nicht vorhanden ist!",0
Du sollst keinen anderen Gott haben neben mir. Mal schauen wann Gottes Worte als Rassismus dargestellt werden.,0
@krippmarie Ich kenne noch einige Namen unter den SPDler die ebenfalls zu Grabe getragen müssten-sollten-werden....,1
Wir geben unsere Identität nicht auf. Bedenke das Ende bei all dieser Beliebigkeit. #islamfeiertag,0
@StephanJBauer @soskinderdorf Auch in Deutschland hungern Kinder.,0
